Card ID,Card Name,Card URL,Card Description,Labels,Members,Due Date,Attachment Count,Attachment Links,Checklist Item Total Count,Checklist Item Completed Count,Vote Count,Comment Count,Last Activity Date,List ID,List Name,Board ID,Board Name,Archived,Start Date,Due Complete,Vacant Since,Arrears Amount,City,Rehab Total,Listing Date,Total No. Viewings,Asking Price,Current Listing Price,CRM ID,No. Offers,Unit ID,Address:,Date letter received,Date of Notice:,Date of Violation,Description of Violation:,Docket Number:,Fine amount,LLC:,Property Status at time of fine:,Was Bricksave the owner then?,Court Hearing Date:,Property Closing Date,Property Manager
669f755350f98ed29edc9901,Agenda 24th July,https://trello.com/c/x9IUWFol/185-agenda-24th-july,,,,,0,,14,14,0,3,2024-07-24T16:02:53.219Z,63590493fa9862019d499a77,1. Things for Discussion,6358fbe675f4560639b49d56,Detroit Trust - Asset Management,false,,false,,,,,,,,,,,,,,,,,,,,,,,,
637b6d5ae225bb00fb60e512,15319 Sussex Street - LLC 65,https://trello.com/c/xgwCcEf9/86-15319-sussex-street-llc-65,,"Accounting check if solved (lime), Issue/ Question (green), Property is Alarmed (purple_dark)",,,6,"https://trello.com/1/cards/637b6d5ae225bb00fb60e512/attachments/637cb9973f380e042dd96a0f/download/image.png, https://trello.com/1/cards/637b6d5ae225bb00fb60e512/attachments/6489deb46c7979aaa7cb1901/download/Estimate_138_2023-06-12.pdf, https://trello.com/1/cards/637b6d5ae225bb00fb60e512/attachments/65afe4bce96b49a7e789cd05/download/image.png, https://trello.com/1/cards/637b6d5ae225bb00fb60e512/attachments/664b270f348a0fd5653e1768/download/image.png, https://trello.com/1/cards/637b6d5ae225bb00fb60e512/attachments/667048b49f31b9a9840c6e20/download/image.png, https://trello.com/1/cards/637b6d5ae225bb00fb60e512/attachments/66795d0e91b670fde2c3bcf9/download/image.png",0,0,0,87,2024-09-12T13:20:31.534Z,635bffec6ea4290016fc1932,4. Renovations - Pending,6358fbe675f4560639b49d56,Detroit Trust - Asset Management,false,,false,,,,6000,,,,,142,,,,,,,,,,,,,,,
637b6d5696c40e00a7899d42,10006 Auburn Street - LLC 30,https://trello.com/c/n9e6JPhI/60-10006-auburn-street-llc-30,,"Accounting Issue (sky), Listed for Sale (red_dark), Portfolio Sale (orange), Property is Alarmed (purple_dark)",,,13,"https://trello.com/1/cards/637b6d5696c40e00a7899d42/attachments/637bba7e8f91e2013f732ff2/download/image.png, https://drive.google.com/file/d/12Au43_0WTRt2hwpj5OT7RiTq8ulfyGXZ/view, https://www.redfin.com/MI/Detroit/10006-Auburn-St-48228/home/98557193, https://trello.com/1/cards/637b6d5696c40e00a7899d42/attachments/64c93ae73eb77f3508523a17/download/Trt_home_improvement_estimate_183.pdf, https://trello.com/1/cards/637b6d5696c40e00a7899d42/attachments/64ca0e34f41e31df72be00e4/download/image.png, https://trello.com/1/cards/637b6d5696c40e00a7899d42/attachments/6511494cbbad98fce6e6a088/download/DOC092123-09212023133745.pdf, https://trello.com/1/cards/637b6d5696c40e00a7899d42/attachments/664796ee2bd00ccff63286fb/download/image.png, https://trello.com/1/cards/637b6d5696c40e00a7899d42/attachments/6647971fe63faa16976ea597/download/image.png, https://trello.com/1/cards/637b6d5696c40e00a7899d42/attachments/668e748706d013be4fcc5cbf/download/image.png, https://trello.com/1/cards/637b6d5696c40e00a7899d42/attachments/668e74cdf5f2bf6f2c9033ec/download/image.png, https://trello.com/1/cards/637b6d5696c40e00a7899d42/attachments/66d1a6381ee9729eb69846ed/download/image.png, https://trello.com/1/cards/637b6d5696c40e00a7899d42/attachments/66d1a639af7694ea838c0b39/download/image.png, https://trello.com/1/cards/637b6d5696c40e00a7899d42/attachments/66d1ec42c03b71de0737b3cd/download/Inspection_10006_Auburn_Street_2976145_(1).pdf",0,0,0,69,2024-09-12T13:20:29.753Z,635bffec6ea4290016fc1932,4. Renovations - Pending,6358fbe675f4560639b49d56,Detroit Trust - Asset Management,false,,false,,,Detroit,8805,2023-06-15T11:00:00.000Z,12,85000,85000,65,,,,,,,,,,,,,,,
6376475342df760180121f4c,17834 Bradford Street - LLC 33,https://trello.com/c/krC8PABf/37-17834-bradford-street-llc-33,,"For Sale (red), Property is Alarmed (purple_dark)",justinfontenelle,,8,"https://trello.com/1/cards/6376475342df760180121f4c/attachments/637ba5fa239d9202f504be8b/download/image.png, https://trello.com/1/cards/6376475342df760180121f4c/attachments/637cc43eb791ec01e2afd625/download/17834_Bradford_-_PS_Plumbing_-_ymail-tmp-2088094554216237146.jpg, https://trello.com/1/cards/6376475342df760180121f4c/attachments/651af86318650522a8c47d53/download/17834_Bradford_Unit_Turn_Estimate.xlsx, https://trello.com/1/cards/6376475342df760180121f4c/attachments/6528125e6c7bef95927ab48f/download/20231012105039560.pdf, https://trello.com/1/cards/6376475342df760180121f4c/attachments/65b000e513acc640aff46bf5/download/image.png, https://trello.com/1/cards/6376475342df760180121f4c/attachments/65cb8489025e8e736ec5874c/download/estimate.pdf, https://trello.com/1/cards/6376475342df760180121f4c/attachments/66479b2d300fe0ee62eb2dbd/download/image.png, https://trello.com/1/cards/6376475342df760180121f4c/attachments/66ab9f02a3486f7897a1de7f/download/IMG-20240731-WA0020.jpg",0,0,0,52,2024-09-12T13:20:26.273Z,635bffec6ea4290016fc1932,4. Renovations - Pending,6358fbe675f4560639b49d56,Detroit Trust - Asset Management,false,,false,,,Detroit,3790,,,,,69,,,,,,,,,,,,,,,
637b6d55d8e65b02becd1512,6160 Neff Avenue - LLC 20,https://trello.com/c/VDFO2BVd/53-6160-neff-avenue-llc-20,,Listed for Sale (red_dark),alice71790016,,8,"https://trello.com/1/cards/637b6d55d8e65b02becd1512/attachments/637ba44340152a0370c25a34/download/image.png, https://trello.com/1/cards/637b6d55d8e65b02becd1512/attachments/6388d0cb6402b801e28c434a/download/6160_Neff_C_of_C_Valid_thru_12-15-24.pdf, https://trello.com/1/cards/637b6d55d8e65b02becd1512/attachments/651d762690143ddfe631296b/download/6160_Neff_Unit_Turn_Estimate_(1).xlsx, https://trello.com/1/cards/637b6d55d8e65b02becd1512/attachments/6526a36bf82ca6ea39e5017d/download/Estimate_060928_from_Apex_Remodeling_LLC.pdf, https://trello.com/1/cards/637b6d55d8e65b02becd1512/attachments/65315a791a3c8de8c4e8a7c1/download/RE__Code_of_Violations.zip, https://trello.com/1/cards/637b6d55d8e65b02becd1512/attachments/65aff7ff6252e49b5a18c52a/download/image.png, https://trello.com/1/cards/637b6d55d8e65b02becd1512/attachments/65e88b2a995d0e9a36395b5e/download/C__Users_Erikn_solutionview_Fontenelle_Justin_Detroit_MI_2024_2_28_encrypted_.pdf, https://trello.com/1/cards/637b6d55d8e65b02becd1512/attachments/66a226fcd5b63e50526c28dc/download/image.png",0,0,0,65,2024-07-25T10:27:39.614Z,635bffec6ea4290016fc1932,4. Renovations - Pending,6358fbe675f4560639b49d56,Detroit Trust - Asset Management,false,,false,,,Detroit,,,,,,53,,,,,,,,,,,,,,,
637b6d5575646a01d433f40f,8603 Whitcomb - LLC 21,https://trello.com/c/0AExzyoW/55-8603-whitcomb-llc-21,,"Accounting Issue (sky), Listed for Sale (red_dark), Property is Alarmed (purple_dark)",alice71790016,,8,"https://trello.com/1/cards/637b6d5575646a01d433f40f/attachments/637ba69317c68905e87c4e65/download/image.png, https://trello.com/1/cards/637b6d5575646a01d433f40f/attachments/63e630a05e7def5c19c4ca3d/download/image.png, https://trello.com/1/cards/637b6d5575646a01d433f40f/attachments/63e630aca4f0c584ba052179/download/image.png, https://trello.com/1/cards/637b6d5575646a01d433f40f/attachments/646410f5422154788330594c/download/Signed_Lease_8603_Whitcomb_Destiny_Thompson.pdf, https://trello.com/1/cards/637b6d5575646a01d433f40f/attachments/652eae06dd93b7cb4a811056/download/Estimate_060933_from_Apex_Remodeling_LLC_(1).pdf, https://trello.com/1/cards/637b6d5575646a01d433f40f/attachments/65e5fcaffcfdb911952fd5bf/download/estimate_(2).pdf, https://trello.com/1/cards/637b6d5575646a01d433f40f/attachments/66479245b7c5e49861b4b59c/download/image.png, https://trello.com/1/cards/637b6d5575646a01d433f40f/attachments/668e6fb591917afe811ba42d/download/image.png",0,0,0,48,2024-07-26T16:18:11.066Z,635bffec6ea4290016fc1932,4. Renovations - Pending,6358fbe675f4560639b49d56,Detroit Trust - Asset Management,false,,false,,,Detroit,,,,,,57,,,,,,,,,,,,,,,
637620025d123305f49f9dee,13639 Mecca Street - LLC 76,https://trello.com/c/PgGC02YX/30-13639-mecca-street-llc-76,,Accounting Issue (sky),,,5,"https://trello.com/1/cards/637620025d123305f49f9dee/attachments/637620606f5cd1020fb46667/download/image.png, https://trello.com/1/cards/637620025d123305f49f9dee/attachments/637ba58c610b8d00ade3e694/download/image.png, https://trello.com/1/cards/637620025d123305f49f9dee/attachments/659eac9aefb34d902f522fd2/download/512_13639_Mecca_Estimate.pdf, https://trello.com/1/cards/637620025d123305f49f9dee/attachments/664b282d26e8a841aa7f9f43/download/image.png, https://trello.com/1/cards/637620025d123305f49f9dee/attachments/668eb4cd5c58dbcf0e7401d2/download/image.png",0,0,0,42,2024-07-26T16:33:34.308Z,635bffec6ea4290016fc1932,4. Renovations - Pending,6358fbe675f4560639b49d56,Detroit Trust - Asset Management,false,,false,,,Detroit,,,,,,162,,,,,,,,,,,,,,,
637b6d5d8e0db3023e023bc5,5579 Lenox Street - LLC 90,https://trello.com/c/81TF5zDd/107-5579-lenox-street-llc-90,,"Issue/ Question (green), Property is Alarmed (purple_dark)",,2024-05-03T12:14:00.000Z,7,"https://trello.com/1/cards/637b6d5d8e0db3023e023bc5/attachments/637cc071c18bf600679f5bdc/download/image.png, https://share.icloud.com/photos/0dfyxNaTTkINv8dKjb4bExfhw, https://trello.com/1/cards/637b6d5d8e0db3023e023bc5/attachments/63be89108cb8cb0126727be8/download/5579_Lenox_Unit_Turn_Estimate.xlsx, https://trello.com/1/cards/637b6d5d8e0db3023e023bc5/attachments/64b7ec8398c9a50d0b2e3799/download/image.png, https://trello.com/1/cards/637b6d5d8e0db3023e023bc5/attachments/65d8c906fbe33353f726d5f7/download/estimate_(3).pdf, https://trello.com/1/cards/637b6d5d8e0db3023e023bc5/attachments/664b28caf6f0648577fa56c5/download/image.png, https://trello.com/1/cards/637b6d5d8e0db3023e023bc5/attachments/664e0fa047ae34f6b7e1a9f3/download/Invoice__38974046.pdf",0,0,0,44,2024-08-15T10:50:03.526Z,635bffec6ea4290016fc1932,4. Renovations - Pending,6358fbe675f4560639b49d56,Detroit Trust - Asset Management,false,,true,,,,,,,,,191,,,,,,,,,,,,,,,
637b6d56cec5e4010fc71e2d,12667 Sorrento Street - LLC 31,https://trello.com/c/iPUtVsgO/63-12667-sorrento-street-llc-31,,"Property is Alarmed (purple_dark), Sale Consideration (red_light)",,,7,"https://trello.com/1/cards/637b6d56cec5e4010fc71e2d/attachments/637bba968071e8032d2eed53/download/image.png, https://trello.com/1/cards/637b6d56cec5e4010fc71e2d/attachments/65ae64b90076253ae13e29b6/download/image.png, https://trello.com/1/cards/637b6d56cec5e4010fc71e2d/attachments/65ae65225a12f5daa691c6aa/download/image.png, https://trello.com/1/cards/637b6d56cec5e4010fc71e2d/attachments/65ae652a6875130caeae219c/download/image.png, https://trello.com/1/cards/637b6d56cec5e4010fc71e2d/attachments/65f4957f7dd6a4bfc816f7d3/download/image.png, https://trello.com/1/cards/637b6d56cec5e4010fc71e2d/attachments/66479a1eac012cccbf012bca/download/image.png, https://trello.com/1/cards/637b6d56cec5e4010fc71e2d/attachments/668e760612d31c8f5798e68e/download/image.png",0,0,0,48,2024-08-13T16:51:01.774Z,635bffec6ea4290016fc1932,4. Renovations - Pending,6358fbe675f4560639b49d56,Detroit Trust - Asset Management,false,,false,,,,,,,,,64,,,,,,,,,,,,,,,
6376210d205dbf01786567ff,19708 Fairport - LLC 78,https://trello.com/c/pe2HO2Nl/31-19708-fairport-llc-78,,"Accounting Issue (sky), Issue/ Question (green)",,,23,"https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/63762122ff354c034031c284/download/image.png, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/637bb9719247330182450d09/download/image.png, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/65d8d18b8d80a9762cbd6f51/download/estimate_(4).pdf, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/664b2861efa68abc14500268/download/image.png, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/667bd2dcef5e2f92cdc9a476/download/VIDEO-2024-06-25-19-11-10.mp4, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/667bd323b673bc8775e11cf2/download/PHOTO-2024-06-25-19-14-02.jpg, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/667bd325d6d14a0c20d64acc/download/PHOTO-2024-06-25-19-14-02.jpg, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/667bd32791fcfe82f0eb6d24/download/PHOTO-2024-06-25-19-14-02.jpg, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/667bd329bb00643c95208d3a/download/PHOTO-2024-06-25-19-14-02.jpg, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/667bd32c9a471d6e1d205936/download/PHOTO-2024-06-25-19-14-03.jpg, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/667bd32eccee0ed28ab28368/download/PHOTO-2024-06-25-19-14-03.jpg, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/667bd330b0b6ff68466aa6dc/download/PHOTO-2024-06-25-19-14-02.jpg, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/667bd333364ad9b5be5b2713/download/PHOTO-2024-06-25-19-14-03.jpg, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/667bd335f7653b0c8cd72a02/download/PHOTO-2024-06-25-19-14-03.jpg, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/667bd338b0b6ff68466ac4ec/download/PHOTO-2024-06-25-19-14-03.jpg, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/667bd33a34808fa4fe50eef3/download/PHOTO-2024-06-25-19-14-03.jpg, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/667bd33cba4011d3ca7dde95/download/PHOTO-2024-06-25-19-14-03.jpg, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/667bd33f062cb054e9f626d1/download/PHOTO-2024-06-25-19-14-03.jpg, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/667bd341c243ae2b697c61f3/download/PHOTO-2024-06-25-19-14-03.jpg, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/667bd3435b15e3f3a533b0d3/download/PHOTO-2024-06-25-19-14-04.jpg, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/667bd345eb065c9e41cb2338/download/PHOTO-2024-06-25-19-14-04.jpg, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/667bd34894025207f10d761f/download/PHOTO-2024-06-25-19-14-04.jpg, https://trello.com/1/cards/6376210d205dbf01786567ff/attachments/668eb75599b906024a97251b/download/image.png",0,0,0,30,2024-07-26T16:33:00.074Z,635bffec6ea4290016fc1932,4. Renovations - Pending,6358fbe675f4560639b49d56,Detroit Trust - Asset Management,false,,false,,,Detroit,,,,,,176,,,,,,,,,,,,,,,
